,Test MMRE,Avg. Training Loss
0,2.4570299041853287,0.02432855226409932
1,1.6194092754926532,0.004490720257828278
2,0.7942685836181045,0.003875613204270069
3,0.70571384659037,0.003936701434819649
4,0.7991313978284598,0.0033135731161261597
5,0.9827106979861856,0.0030469445046037436
6,1.1137817469798028,0.002874766044052584
7,1.2555348245147617,0.0027411686882953205
8,1.6617019121907652,0.002272513155947395
9,2.2922194515541197,0.002426091289158822
10,1.785373940374702,0.001957721688086167
11,0.9768829747475684,0.0022004416539511155
